Student_ID,Dropout_Probability,Risk_Level,Actual_Status,Predicted_Dropout,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Admission grade,Age at enrollment,Tuition fees up to date,Debtor,Scholarship holder,Gender
2673,90.32,HIGH RISK,Dropout,Yes,1,11.0,3,12.0,117.2,21,1,0,0,1
510,90.32,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,115.2,21,1,0,0,0
2631,90.29,HIGH RISK,Dropout,Yes,1,12.0,2,11.0,152.1,28,1,0,0,1
2632,90.27,HIGH RISK,Dropout,Yes,0,0.0,4,10.75,126.1,20,1,0,0,1
1545,90.27,HIGH RISK,Dropout,Yes,3,12.0,4,12.25,100.0,27,1,0,0,0
3502,90.24,HIGH RISK,Dropout,Yes,0,0.0,6,13.5,118.0,45,1,1,1,1
738,90.23,HIGH RISK,Dropout,Yes,3,11.333333333333334,2,10.0,123.4,30,1,0,0,1
1579,90.18,HIGH RISK,Dropout,Yes,3,12.0,3,13.0,136.3,18,0,1,0,0
4280,90.15,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,137.2,20,1,0,1,1
3667,90.13,HIGH RISK,Dropout,Yes,5,13.4,8,14.625,148.5,47,1,0,0,1
841,90.08,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,107.0,19,0,1,0,0
2758,90.06,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,110.0,23,1,0,0,1
239,90.02,HIGH RISK,Dropout,Yes,4,14.25,4,13.5,122.5,25,0,0,0,0
2578,90.0,HIGH RISK,Dropout,Yes,1,10.0,2,10.5,113.2,24,1,0,0,0
394,89.97,HIGH RISK,Dropout,Yes,2,12.333333333333334,2,10.5,115.0,20,0,0,0,0
3221,89.89,HIGH RISK,Dropout,Yes,0,0.0,1,10.0,128.8,19,1,1,0,0
3624,89.89,HIGH RISK,Dropout,Yes,0,0.0,4,11.0,120.7,23,1,0,0,0
3361,89.85,HIGH RISK,Dropout,Yes,5,13.125,3,12.666666666666666,115.2,19,0,0,0,0
3719,89.76,HIGH RISK,Dropout,Yes,0,0.0,2,10.5,118.9,21,1,0,0,1
1173,89.75,HIGH RISK,Dropout,Yes,1,12.0,1,10.0,119.5,18,1,0,0,1
3282,89.74,HIGH RISK,Dropout,Yes,8,12.875,12,13.333333333333334,140.0,59,0,0,0,0
3358,89.72,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,115.0,22,1,0,0,1
3220,89.71,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,154.5,26,1,0,0,0
2770,89.67,HIGH RISK,Dropout,Yes,1,10.0,0,0.0,116.7,18,1,0,1,0
859,89.66,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,113.3,23,1,0,0,1
1467,89.66,HIGH RISK,Dropout,Yes,0,0.0,3,11.0,120.4,20,1,0,0,1
2544,89.64,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,111.9,19,1,0,0,0
4289,89.63,HIGH RISK,Dropout,Yes,2,13.0,2,11.333333333333334,130.0,23,0,1,0,1
3591,89.61,HIGH RISK,Enrolled,Yes,0,0.0,0,0.0,116.7,19,1,0,0,1
2589,89.61,HIGH RISK,Dropout,Yes,2,10.5,3,12.333333333333334,122.6,20,1,0,0,0
2670,89.55,HIGH RISK,Dropout,Yes,0,0.0,4,12.25,148.5,34,1,0,0,1
3100,89.53,HIGH RISK,Dropout,Yes,0,0.0,1,12.0,115.8,24,1,0,0,0
2577,89.5,HIGH RISK,Dropout,Yes,3,11.0,4,11.5,120.0,32,1,1,0,0
4078,89.49,HIGH RISK,Dropout,Yes,0,0.0,2,11.0,129.8,18,1,0,0,0
2337,89.49,HIGH RISK,Dropout,Yes,5,11.2,4,10.25,130.0,40,1,0,0,1
894,89.48,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,140.0,26,0,0,0,0
3586,89.45,HIGH RISK,Dropout,Yes,2,11.5,2,15.0,96.1,25,1,0,0,1
1345,89.44,HIGH RISK,Dropout,Yes,6,11.0,6,11.833333333333334,123.8,18,0,1,1,0
2397,89.36,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,130.0,25,1,0,0,1
3209,89.35,HIGH RISK,Dropout,Yes,5,11.0,4,11.5,122.1,19,0,1,0,1
4305,89.27,HIGH RISK,Dropout,Yes,0,0.0,4,13.75,138.3,19,1,0,0,1
683,89.26,HIGH RISK,Dropout,Yes,5,14.0,5,14.4,166.6,20,0,1,1,0
1999,89.09,HIGH RISK,Dropout,Yes,0,0.0,1,10.0,110.0,24,1,0,0,0
1655,89.07,HIGH RISK,Dropout,Yes,0,0.0,6,13.5,121.9,20,1,0,0,0
1872,89.05,HIGH RISK,Dropout,Yes,0,0.0,1,13.0,115.0,20,1,0,1,1
2424,89.01,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,130.0,29,1,0,0,1
3627,88.99,HIGH RISK,Dropout,Yes,2,11.0,7,11.571428571428571,112.4,26,1,0,0,0
3704,88.99,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,101.6,30,1,0,1,1
1699,88.98,HIGH RISK,Dropout,Yes,0,0.0,7,16.142857142857142,161.0,18,1,0,0,1
607,88.97,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,121.6,19,1,1,1,0
3422,88.95,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,130.0,23,1,0,0,0
1361,88.89,HIGH RISK,Dropout,Yes,0,0.0,1,13.0,116.9,18,1,0,0,1
3484,88.89,HIGH RISK,Dropout,Yes,5,12.88,5,13.0,130.1,37,0,0,0,1
3222,88.83,HIGH RISK,Dropout,Yes,5,12.0,5,12.36,106.0,24,0,1,1,0
1017,88.77,HIGH RISK,Dropout,Yes,0,0.0,4,11.0,123.7,19,1,1,1,0
2759,88.77,HIGH RISK,Enrolled,Yes,0,0.0,0,0.0,120.0,23,1,0,0,1
16,88.71,HIGH RISK,Dropout,Yes,0,0.0,5,13.2,120.7,20,1,0,0,0
2319,88.63,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,141.4,19,1,0,0,1
2280,88.59,HIGH RISK,Dropout,Yes,0,0.0,6,12.142857142857142,161.1,47,1,0,0,1
4264,88.55,HIGH RISK,Dropout,Yes,1,11.0,3,11.666666666666666,138.4,30,1,0,0,1
747,88.37,HIGH RISK,Dropout,Yes,2,11.0,3,11.333333333333334,120.0,22,0,1,0,1
3346,88.36,HIGH RISK,Dropout,Yes,1,13.0,2,12.0,114.6,19,1,0,0,1
2902,88.19,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,170.0,27,1,0,0,0
1557,88.17,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,140.2,20,1,0,0,1
1834,88.13,HIGH RISK,Dropout,Yes,3,12.285714285714286,3,10.666666666666666,119.0,19,0,0,1,0
1035,88.13,HIGH RISK,Dropout,Yes,0,0.0,2,13.0,121.7,18,1,0,0,0
905,88.13,HIGH RISK,Dropout,Yes,0,0.0,1,10.0,126.3,20,1,0,0,0
4315,88.05,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,119.4,21,1,0,0,1
4388,88.03,HIGH RISK,Dropout,Yes,5,10.166666666666666,4,12.25,131.8,29,0,0,0,0
1376,88.02,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,111.1,21,1,0,0,1
3463,87.93,HIGH RISK,Dropout,Yes,3,11.666666666666666,4,11.5,120.0,32,1,0,0,0
3678,87.93,HIGH RISK,Dropout,Yes,0,0.0,1,13.0,133.7,19,1,0,0,0
1066,87.93,HIGH RISK,Dropout,Yes,8,14.625,11,14.0,130.0,23,0,1,0,0
2525,87.9,HIGH RISK,Dropout,Yes,0,0.0,6,11.666666666666666,95.0,19,1,0,1,0
2595,87.89,HIGH RISK,Enrolled,Yes,1,12.0,2,10.0,115.0,23,1,0,0,0
1887,87.88,HIGH RISK,Dropout,Yes,4,11.0,6,11.833333333333334,160.0,30,0,0,0,1
3152,87.86,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,162.2,18,0,1,0,0
1718,87.84,HIGH RISK,Enrolled,Yes,1,10.0,1,10.0,130.0,33,1,0,1,1
4347,87.76,HIGH RISK,Dropout,Yes,0,0.0,1,10.0,102.8,20,1,0,0,0
3809,87.73,HIGH RISK,Dropout,Yes,16,13.0,17,13.176470588235292,130.0,53,1,0,0,0
3955,87.63,HIGH RISK,Dropout,Yes,1,10.0,2,12.0,119.1,22,1,0,0,0
1591,87.54,HIGH RISK,Dropout,Yes,0,0.0,1,11.0,120.0,23,1,0,0,1
4021,87.45,HIGH RISK,Dropout,Yes,0,0.0,3,11.333333333333334,155.0,22,1,0,0,0
2002,87.45,HIGH RISK,Dropout,Yes,0,0.0,6,13.833333333333334,137.8,18,1,0,1,0
4302,87.45,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,140.0,25,0,0,0,1
256,87.39,HIGH RISK,Dropout,Yes,0,0.0,1,16.0,99.5,37,0,1,1,0
3827,87.39,HIGH RISK,Dropout,Yes,3,14.75,3,11.333333333333334,100.0,27,1,0,0,1
10,87.37,HIGH RISK,Dropout,Yes,2,13.5,5,11.4,123.0,18,0,1,0,0
3382,87.37,HIGH RISK,Dropout,Yes,11,12.545454545454543,13,11.615384615384617,121.5,31,1,0,0,0
3254,87.06,HIGH RISK,Dropout,Yes,1,13.0,3,12.333333333333334,130.0,21,1,1,1,0
219,87.01,HIGH RISK,Dropout,Yes,0,0.0,1,10.0,102.5,27,1,0,1,0
1432,86.91,HIGH RISK,Dropout,Yes,1,10.0,4,12.0,113.2,20,1,0,0,0
2264,86.84,HIGH RISK,Dropout,Yes,10,15.0,11,15.090909090909092,150.0,28,0,1,0,1
4316,86.8,HIGH RISK,Dropout,Yes,2,12.5,3,11.666666666666666,121.9,18,1,0,0,1
956,86.78,HIGH RISK,Dropout,Yes,1,11.0,3,13.333333333333334,125.4,19,1,0,0,1
4170,86.76,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,114.3,20,1,0,0,0
1296,86.75,HIGH RISK,Dropout,Yes,0,0.0,1,10.0,130.0,24,1,0,0,1
868,86.74,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,96.7,29,1,0,1,1
2037,86.74,HIGH RISK,Dropout,Yes,1,10.0,2,10.0,131.4,22,1,0,0,1
2038,86.72,HIGH RISK,Dropout,Yes,2,12.0,2,11.5,128.2,33,1,0,0,0
1794,86.62,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,134.6,22,1,0,0,1
3253,86.59,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,123.3,21,1,0,1,0
3423,86.52,HIGH RISK,Dropout,Yes,2,11.5,6,12.666666666666666,125.8,18,0,0,1,0
2708,86.51,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,137.1,20,1,0,0,1
3506,86.44,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,116.2,18,1,0,0,1
3365,86.3,HIGH RISK,Dropout,Yes,4,10.5,5,11.8,131.3,21,1,0,0,0
3860,86.24,HIGH RISK,Dropout,Yes,1,11.0,1,10.0,136.1,42,1,0,1,1
1061,86.2,HIGH RISK,Dropout,Yes,4,13.25,7,13.571428571428571,128.3,23,0,1,0,0
721,86.01,HIGH RISK,Dropout,Yes,3,12.0,6,12.666666666666666,140.0,35,1,1,0,1
1078,85.96,HIGH RISK,Dropout,Yes,1,14.0,4,12.5,138.1,19,1,0,0,0
2126,85.95,HIGH RISK,Dropout,Yes,1,10.0,0,0.0,125.9,19,1,0,1,0
4294,85.71,HIGH RISK,Dropout,Yes,1,11.0,3,10.333333333333334,118.7,20,1,0,0,1
3785,85.53,HIGH RISK,Dropout,Yes,4,13.75,4,13.0,120.0,36,1,0,0,0
2297,85.51,HIGH RISK,Dropout,Yes,1,10.0,0,0.0,100.0,22,1,0,0,1
2385,85.46,HIGH RISK,Enrolled,Yes,0,0.0,4,11.5,115.8,20,1,0,0,1
1184,85.44,HIGH RISK,Dropout,Yes,5,13.2,8,13.75,138.2,21,0,1,0,0
1988,85.41,HIGH RISK,Enrolled,Yes,0,0.0,0,0.0,130.0,34,1,0,0,0
3051,85.32,HIGH RISK,Dropout,Yes,3,11.7,5,10.9,120.0,31,1,0,0,0
2268,85.28,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,109.1,19,1,0,0,1
2163,85.2,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,104.1,20,1,0,0,0
3776,85.14,HIGH RISK,Dropout,Yes,2,12.5,4,12.5,132.1,29,1,1,0,0
782,85.12,HIGH RISK,Dropout,Yes,4,10.5,2,11.666666666666666,106.7,20,1,1,0,0
2649,85.07,HIGH RISK,Dropout,Yes,2,13.5,6,11.333333333333334,112.5,50,1,0,0,1
3573,84.98,HIGH RISK,Dropout,Yes,5,10.6,7,10.285714285714286,120.0,28,1,0,0,1
2883,84.96,HIGH RISK,Dropout,Yes,2,12.0,1,10.0,113.4,33,1,0,0,0
4262,84.84,HIGH RISK,Dropout,Yes,9,13.0,9,12.22222222222222,120.0,38,0,0,0,0
1865,84.83,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,131.2,26,1,0,1,1
3336,84.82,HIGH RISK,Enrolled,Yes,1,10.0,0,0.0,132.5,21,1,0,0,1
1523,84.65,HIGH RISK,Dropout,Yes,0,0.0,4,12.8,101.3,20,1,0,0,1
860,84.63,HIGH RISK,Dropout,Yes,2,10.0,4,10.75,105.9,20,1,0,0,1
2617,84.57,HIGH RISK,Dropout,Yes,0,0.0,5,12.2,139.0,18,1,0,1,0
2755,84.33,HIGH RISK,Dropout,Yes,5,13.6,10,13.6,130.0,38,1,0,0,1
526,84.29,HIGH RISK,Dropout,Yes,1,11.0,1,12.0,136.0,31,1,0,0,1
2499,84.27,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,110.0,25,1,0,1,1
2894,84.2,HIGH RISK,Dropout,Yes,6,12.0,9,12.444444444444445,130.0,45,1,0,0,0
147,84.02,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,124.7,19,1,0,0,0
3472,84.0,HIGH RISK,Graduate,Yes,6,13.5,6,13.333333333333334,111.3,25,0,1,0,0
2370,83.96,HIGH RISK,Dropout,Yes,3,13.333333333333334,1,18.0,120.0,29,1,0,0,1
3246,83.93,HIGH RISK,Dropout,Yes,6,12.0,6,12.0,129.0,21,0,0,0,0
3214,83.91,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,150.0,20,1,0,0,1
4337,83.89,HIGH RISK,Enrolled,Yes,1,17.0,1,17.0,117.1,20,1,0,0,0
553,83.76,HIGH RISK,Dropout,Yes,3,13.666666666666666,9,11.77777777777778,115.0,21,1,1,0,1
2605,83.61,HIGH RISK,Dropout,Yes,1,13.0,2,10.5,132.1,19,1,0,0,0
4018,83.47,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,140.0,43,1,0,1,0
2713,83.45,HIGH RISK,Dropout,Yes,0,0.0,2,11.5,117.8,19,1,1,1,0
3822,83.43,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,168.6,26,1,0,0,1
3844,83.39,HIGH RISK,Dropout,Yes,1,11.0,1,10.0,135.9,20,1,0,0,1
2267,83.35,HIGH RISK,Dropout,Yes,1,13.0,2,13.5,140.0,50,1,0,0,1
2972,83.3,HIGH RISK,Dropout,Yes,2,12.666666666666666,1,11.0,134.0,25,1,0,0,0
3445,83.28,HIGH RISK,Dropout,Yes,4,11.333333333333334,6,11.714285714285714,127.7,18,0,0,0,0
756,83.27,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,138.0,19,0,1,0,1
38,83.22,HIGH RISK,Dropout,Yes,2,12.0,1,10.0,122.9,55,1,0,0,0
3474,83.21,HIGH RISK,Dropout,Yes,13,12.846153846153848,14,11.357142857142858,131.8,24,1,0,0,0
3270,83.21,HIGH RISK,Dropout,Yes,5,11.6,7,13.285714285714286,103.6,27,1,0,0,0
1616,82.88,HIGH RISK,Dropout,Yes,2,11.0,3,12.666666666666666,101.0,26,1,0,0,0
4422,82.67,HIGH RISK,Dropout,Yes,1,13.5,7,14.9125,149.5,30,1,0,1,0
1461,82.54,HIGH RISK,Dropout,Yes,4,12.5,4,10.5,140.0,24,1,0,0,1
988,82.52,HIGH RISK,Dropout,Yes,0,0.0,5,10.8,133.3,18,1,0,0,1
2682,82.5,HIGH RISK,Dropout,Yes,0,0.0,6,12.783333333333331,170.0,36,1,0,0,1
1733,82.42,HIGH RISK,Dropout,Yes,2,12.5,3,10.666666666666666,145.4,40,1,1,0,1
362,82.19,HIGH RISK,Dropout,Yes,2,10.0,3,12.666666666666666,128.5,19,1,1,0,0
3687,82.16,HIGH RISK,Dropout,Yes,11,11.636363636363637,11,10.818181818181818,125.3,26,1,0,0,1
989,82.02,HIGH RISK,Dropout,Yes,2,10.0,3,12.0,115.8,19,1,0,0,1
4247,81.93,HIGH RISK,Dropout,Yes,8,11.25,12,11.916666666666666,120.1,39,0,0,0,0
1628,81.85,HIGH RISK,Dropout,Yes,4,11.0,4,12.5,130.0,32,1,0,0,1
2931,81.85,HIGH RISK,Dropout,Yes,2,12.5,0,0.0,118.1,39,1,0,0,0
2259,81.76,HIGH RISK,Dropout,Yes,3,12.666666666666666,2,12.0,120.0,28,1,0,0,1
3342,81.7,HIGH RISK,Enrolled,Yes,4,13.0,5,12.4,123.0,20,0,1,0,1
3732,81.65,HIGH RISK,Dropout,Yes,4,13.5,5,13.2,128.8,21,1,0,0,1
1645,81.54,HIGH RISK,Dropout,Yes,1,11.0,5,11.4,126.1,20,1,0,0,0
175,81.49,HIGH RISK,Dropout,Yes,6,13.166666666666666,4,11.75,122.6,20,0,1,0,0
2975,81.49,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,113.9,19,1,0,0,0
1493,81.47,HIGH RISK,Dropout,Yes,2,10.5,4,10.75,110.0,20,1,0,0,1
3826,81.38,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,135.6,26,1,0,0,1
3245,81.36,HIGH RISK,Dropout,Yes,3,10.666666666666666,5,12.4,126.7,19,1,0,0,0
3517,81.31,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,116.4,19,1,1,0,1
3536,81.31,HIGH RISK,Dropout,Yes,9,11.333333333333334,13,12.0,118.1,28,1,0,0,1
1846,81.23,HIGH RISK,Dropout,Yes,2,13.0,4,11.6,131.0,19,1,0,0,1
2360,81.22,HIGH RISK,Dropout,Yes,2,10.5,4,11.5,110.2,21,1,0,0,1
3709,81.02,HIGH RISK,Dropout,Yes,5,11.8,6,12.666666666666666,136.1,19,0,1,0,1
3838,80.92,HIGH RISK,Dropout,Yes,3,11.333333333333334,4,10.0,131.4,19,0,0,0,1
1673,80.91,HIGH RISK,Dropout,Yes,4,12.0,5,13.285714285714286,130.0,21,0,0,0,0
3475,80.91,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,119.1,18,1,0,0,0
2715,80.91,HIGH RISK,Dropout,Yes,6,16.666666666666668,6,16.428571428571427,160.0,30,1,1,0,0
1882,80.67,HIGH RISK,Dropout,Yes,3,10.333333333333334,4,12.0,140.0,35,1,0,0,1
1624,80.67,HIGH RISK,Dropout,Yes,4,11.75,6,12.514285714285716,120.0,47,1,0,0,0
2060,80.65,HIGH RISK,Dropout,Yes,5,12.0,4,13.0,140.0,20,0,1,0,0
744,80.62,HIGH RISK,Dropout,Yes,3,10.333333333333334,4,11.5,123.0,27,1,0,0,1
3713,80.57,HIGH RISK,Dropout,Yes,3,10.333333333333334,3,10.75,110.0,27,1,0,0,1
2980,80.5,HIGH RISK,Dropout,Yes,4,12.75,4,14.6,133.6,22,0,0,0,0
3839,80.44,HIGH RISK,Dropout,Yes,1,10.0,1,10.0,118.5,21,1,0,0,1
2450,80.39,HIGH RISK,Dropout,Yes,5,12.8,9,14.22222222222222,130.0,31,1,0,0,1
1181,80.36,HIGH RISK,Dropout,Yes,3,12.333333333333334,4,11.5,110.0,36,1,0,0,0
3182,80.34,HIGH RISK,Dropout,Yes,3,12.666666666666666,5,13.142857142857142,140.0,24,1,1,0,1
758,80.33,HIGH RISK,Dropout,Yes,11,11.363636363636363,12,11.0,126.5,23,0,0,0,1
1746,80.25,HIGH RISK,Dropout,Yes,3,10.0,4,12.5,130.0,26,1,0,0,1
3824,80.22,HIGH RISK,Dropout,Yes,2,13.5,4,11.75,150.0,24,1,0,0,1
2430,80.19,HIGH RISK,Dropout,Yes,5,13.0,7,11.285714285714286,128.2,35,1,0,0,1
2234,79.91,HIGH RISK,Dropout,Yes,3,11.666666666666666,4,11.5,138.6,20,1,0,0,1
3169,79.8,HIGH RISK,Dropout,Yes,6,11.333333333333334,6,13.428571428571429,126.2,21,0,1,1,0
3926,79.74,HIGH RISK,Enrolled,Yes,0,0.0,1,10.0,124.2,23,1,0,0,1
3054,79.74,HIGH RISK,Dropout,Yes,3,13.0,5,12.6,122.3,19,1,0,1,0
3440,79.7,HIGH RISK,Dropout,Yes,2,11.0,2,12.75,106.0,19,1,0,0,0
1238,79.55,HIGH RISK,Dropout,Yes,0,0.0,1,16.0,132.4,18,1,0,0,1
359,79.52,HIGH RISK,Enrolled,Yes,0,0.0,0,0.0,130.0,30,1,1,1,0
235,79.38,HIGH RISK,Dropout,Yes,1,15.0,3,12.0,100.0,21,1,0,0,0
2950,79.37,HIGH RISK,Dropout,Yes,1,12.0,3,10.5,141.7,27,1,0,0,0
1848,79.28,HIGH RISK,Dropout,Yes,2,10.0,4,10.75,130.0,41,1,0,0,1
3324,79.03,HIGH RISK,Dropout,Yes,5,13.571428571428571,5,12.5,116.1,18,0,0,0,1
4191,78.98,HIGH RISK,Dropout,Yes,6,11.833333333333334,3,11.666666666666666,160.0,24,1,0,0,0
2339,78.8,HIGH RISK,Dropout,Yes,3,13.333333333333334,4,14.5,116.9,20,1,1,0,1
1592,78.69,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,155.6,19,1,0,0,1
3143,78.67,HIGH RISK,Dropout,Yes,0,0.0,1,11.0,124.8,19,1,0,0,0
4183,78.64,HIGH RISK,Dropout,Yes,3,11.4,5,12.2,115.5,36,1,0,0,0
1300,78.63,HIGH RISK,Enrolled,Yes,3,12.0,4,10.0,123.3,26,1,0,0,1
44,78.56,HIGH RISK,Dropout,Yes,5,13.8,4,13.0,121.4,20,0,0,0,0
3339,78.43,HIGH RISK,Dropout,Yes,3,11.333333333333334,3,12.0,128.2,28,1,0,0,1
1709,78.36,HIGH RISK,Dropout,Yes,4,13.125,4,12.95,105.0,25,1,0,0,1
1481,78.35,HIGH RISK,Dropout,Yes,5,14.8,5,12.166666666666666,150.0,22,1,0,1,1
1625,78.31,HIGH RISK,Dropout,Yes,9,10.444444444444445,10,11.5,111.3,24,1,0,0,0
1600,77.92,HIGH RISK,Dropout,Yes,3,11.333333333333334,4,11.25,111.1,19,1,1,0,1
71,77.86,HIGH RISK,Enrolled,Yes,0,0.0,0,0.0,134.0,18,1,0,0,1
789,77.83,HIGH RISK,Dropout,Yes,5,14.0,5,14.4,159.1,18,1,1,1,0
4163,77.75,HIGH RISK,Dropout,Yes,3,11.0,6,12.166666666666666,100.0,33,1,0,0,0
4381,77.73,HIGH RISK,Dropout,Yes,4,11.325,4,11.325,140.0,29,1,0,0,0
3596,77.67,HIGH RISK,Dropout,Yes,1,12.0,3,13.25,140.0,19,1,0,0,1
2783,77.67,HIGH RISK,Enrolled,Yes,2,11.0,3,11.333333333333334,105.0,23,1,0,0,0
66,77.66,HIGH RISK,Dropout,Yes,5,11.0,5,11.9,126.0,29,1,0,0,1
4303,77.5,HIGH RISK,Dropout,Yes,12,11.833333333333334,13,10.76923076923077,110.4,25,1,0,0,1
3712,77.26,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,160.0,21,1,1,1,1
3915,76.84,HIGH RISK,Dropout,Yes,8,12.22222222222222,5,12.2,140.0,34,1,1,0,0
3478,76.82,HIGH RISK,Dropout,Yes,5,12.4,6,11.5,131.9,21,1,0,0,0
4409,76.8,HIGH RISK,Dropout,Yes,6,11.666666666666666,5,11.4,133.0,47,1,0,0,1
3829,76.72,HIGH RISK,Dropout,Yes,1,14.0,0,0.0,124.1,19,1,0,0,1
2978,76.71,HIGH RISK,Dropout,Yes,16,13.875,14,12.785714285714286,133.7,28,1,0,0,0
4278,76.47,HIGH RISK,Dropout,Yes,3,13.666666666666666,1,10.0,116.7,21,1,0,0,1
2616,76.32,HIGH RISK,Dropout,Yes,4,13.0,5,11.6,141.7,18,0,0,0,1
1831,76.18,HIGH RISK,Dropout,Yes,4,11.5,5,13.0,142.8,18,1,1,0,0
3614,76.16,HIGH RISK,Dropout,Yes,2,10.5,3,12.0,133.1,19,1,0,0,1
943,76.01,HIGH RISK,Enrolled,Yes,0,0.0,0,0.0,130.0,31,1,0,0,0
865,75.98,HIGH RISK,Dropout,Yes,6,13.5,6,14.0,160.0,19,0,0,0,1
4396,75.93,HIGH RISK,Dropout,Yes,5,12.4,6,12.166666666666666,133.1,19,1,1,1,0
1815,75.89,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,127.9,20,1,0,0,1
3168,75.79,HIGH RISK,Dropout,Yes,3,10.5,3,10.666666666666666,140.9,24,1,0,0,0
77,75.61,HIGH RISK,Dropout,Yes,1,11.0,4,10.5,106.0,21,1,0,1,1
1293,75.42,HIGH RISK,Dropout,Yes,2,10.0,3,11.75,120.0,22,1,0,0,1
4343,75.42,HIGH RISK,Dropout,Yes,3,11.333333333333334,3,13.0,104.0,24,1,0,0,0
1619,75.39,HIGH RISK,Dropout,Yes,6,13.0,6,13.166666666666666,126.9,19,1,0,1,0
2795,75.33,HIGH RISK,Enrolled,Yes,0,0.0,0,0.0,127.6,29,1,0,0,1
3271,75.17,HIGH RISK,Dropout,Yes,2,10.5,4,11.5,122.7,45,1,0,1,0
1393,75.17,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,134.9,20,1,1,0,0
3498,75.07,HIGH RISK,Dropout,Yes,4,11.6,4,13.333333333333334,116.7,49,1,0,0,1
2273,75.06,HIGH RISK,Dropout,Yes,5,11.142857142857142,3,11.333333333333334,138.3,44,1,0,0,1
1107,74.74,HIGH RISK,Dropout,Yes,7,14.901428571428571,7,14.901428571428571,123.3,20,1,0,1,0
1992,74.64,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,140.0,34,1,0,0,0
4081,74.41,HIGH RISK,Dropout,Yes,0,0.0,0,0.0,126.8,18,0,0,1,0
530,74.36,HIGH RISK,Dropout,Yes,4,11.75,5,13.625,137.2,18,1,1,0,1
3792,74.29,HIGH RISK,Dropout,Yes,3,10.666666666666666,4,11.0,130.0,20,1,1,0,1
1236,74.05,HIGH RISK,Dropout,Yes,3,11.0,2,12.0,125.7,26,1,0,0,0
3312,74.02,HIGH RISK,Dropout,Yes,6,14.625,6,16.0,150.9,18,1,0,0,0
2919,73.92,HIGH RISK,Dropout,Yes,12,11.833333333333334,14,10.928571428571429,112.9,38,1,0,0,0
65,73.8,HIGH RISK,Enrolled,Yes,0,0.0,0,0.0,120.9,24,1,0,0,1
3077,73.79,HIGH RISK,Dropout,Yes,3,13.666666666666666,3,11.333333333333334,120.0,26,1,0,0,1
985,73.74,HIGH RISK,Dropout,Yes,1,16.0,2,10.0,116.5,19,1,0,0,1
2410,73.72,HIGH RISK,Dropout,Yes,3,11.0,4,11.25,125.3,41,1,0,0,1
2226,73.69,HIGH RISK,Dropout,Yes,4,10.0,2,10.5,107.2,19,1,0,0,1
3541,73.64,HIGH RISK,Dropout,Yes,0,0.0,1,10.0,123.0,18,1,0,0,1
596,73.63,HIGH RISK,Dropout,Yes,11,11.545454545454543,11,11.454545454545457,141.0,29,1,0,0,0
83,73.57,HIGH RISK,Dropout,Yes,10,13.3,6,12.166666666666666,180.4,24,1,1,0,1
